 x      20.000000000000000        300.00000000000000        600.00000000000000        800.00000000000000        1200.0000000000000     
  -675.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.700  0.000000E+00  0.000000E+00  0.190690E-05  0.194395E-05  0.196780E-05  0.197802E-05
  -667.600  0.000000E+00  0.269364E-05  0.317817E-05  0.323991E-05  0.327967E-05  0.329670E-05
  -667.500  0.000000E+00  0.430982E-05  0.508507E-05  0.518386E-05  0.524748E-05  0.527473E-05
  -667.400  0.000000E+00  0.646473E-05  0.762760E-05  0.777579E-05  0.787121E-05  0.791209E-05
  -667.300  0.000000E+00  0.102358E-04  0.120770E-04  0.123117E-04  0.124628E-04  0.125275E-04
  -667.200  0.000000E+00  0.150844E-04  0.177977E-04  0.181435E-04  0.183662E-04  0.184615E-04
  -667.100  0.000000E+00  0.226265E-04  0.266966E-04  0.272153E-04  0.275493E-04  0.276923E-04
  -667.000  0.000000E+00  0.358213E-04  0.432199E-04  0.443501E-04  0.452105E-04  0.461538E-04
  -666.900  0.000000E+00  0.503669E-04  0.603820E-04  0.618456E-04  0.629207E-04  0.639560E-04
  -666.800  0.000000E+00  0.708385E-04  0.845360E-04  0.864690E-04  0.878462E-04  0.890110E-04
  -666.700  0.000000E+00  0.112677E-03  0.133793E-03  0.136721E-03  0.138782E-03  0.140440E-03
  -666.600  0.000000E+00  0.152808E-03  0.182098E-03  0.186255E-03  0.189240E-03  0.191868E-03
  -666.500  0.000000E+00  0.216986E-03  0.259028E-03  0.265088E-03  0.269502E-03  0.273626E-03
  -666.400  0.000000E+00  0.300837E-03  0.359765E-03  0.368402E-03  0.374782E-03  0.381099E-03
  -666.300  0.000000E+00  0.406515E-03  0.486852E-03  0.498787E-03  0.507706E-03  0.516923E-03
  -666.200  0.000000E+00  0.549435E-03  0.659086E-03  0.675606E-03  0.688094E-03  0.701538E-03
  -666.100  0.000000E+00  0.748283E-03  0.898050E-03  0.920818E-03  0.938165E-03  0.957363E-03
  -666.000  0.000000E+00  0.997055E-03  0.119736E-02  0.122809E-02  0.125168E-02  0.127846E-02
  -665.900  0.000000E+00  0.131226E-02  0.157675E-02  0.161765E-02  0.164926E-02  0.168593E-02
  -665.800  0.000000E+00  0.171687E-02  0.206478E-02  0.211915E-02  0.216155E-02  0.221209E-02
  -665.700  0.000000E+00  0.223260E-02  0.268584E-02  0.275722E-02  0.281323E-02  0.288132E-02
  -665.600  0.000000E+00  0.287104E-02  0.345462E-02  0.354720E-02  0.362028E-02  0.371077E-02
  -665.500  0.000000E+00  0.367541E-02  0.442230E-02  0.454152E-02  0.463613E-02  0.475516E-02
  -665.400  0.000000E+00  0.466633E-02  0.561275E-02  0.576453E-02  0.588547E-02  0.603956E-02
  -665.300  0.000000E+00  0.589578E-02  0.708756E-02  0.727932E-02  0.743263E-02  0.762989E-02
  -665.200  0.000000E+00  0.738007E-02  0.886283E-02  0.910168E-02  0.929298E-02  0.954066E-02
  -665.100  0.000000E+00  0.917735E-02  0.110060E-01  0.113004E-01  0.115362E-01  0.118424E-01
  -665.000  0.000000E+00  0.113228E-01  0.135584E-01  0.139175E-01  0.142053E-01  0.145793E-01
  -664.900  0.000000E+00  0.138788E-01  0.165872E-01  0.170205E-01  0.173671E-01  0.178160E-01
  -664.800  0.000000E+00  0.168788E-01  0.201295E-01  0.206466E-01  0.210590E-01  0.215901E-01
  -664.700  0.000000E+00  0.203781E-01  0.242437E-01  0.248536E-01  0.253381E-01  0.259556E-01
  -664.600  0.000000E+00  0.244108E-01  0.289641E-01  0.296753E-01  0.302370E-01  0.309429E-01
  -664.500  0.000000E+00  0.290065E-01  0.343228E-01  0.351439E-01  0.357880E-01  0.365835E-01
  -664.400  0.000000E+00  0.341969E-01  0.403441E-01  0.412803E-01  0.420084E-01  0.428868E-01
  -664.300  0.000000E+00  0.399794E-01  0.470229E-01  0.480791E-01  0.488921E-01  0.498455E-01
  -664.200  0.000000E+00  0.463475E-01  0.543443E-01  0.555227E-01  0.564191E-01  0.574345E-01
  -664.100  0.000000E+00  0.532990E-01  0.623046E-01  0.636069E-01  0.645846E-01  0.656473E-01
  -664.000  0.000000E+00  0.607583E-01  0.708105E-01  0.722352E-01  0.732889E-01  0.743789E-01
  -663.900  0.000000E+00  0.686887E-01  0.798189E-01  0.813629E-01  0.824859E-01  0.835807E-01
  -663.800  0.000000E+00  0.770251E-01  0.892625E-01  0.909235E-01  0.921105E-01  0.931905E-01
  -663.700  0.000000E+00  0.856541E-01  0.990139E-01  0.100788E+00  0.102032E+00  0.103077E+00
  -663.600  0.000000E+00  0.944979E-01  0.108993E+00  0.110877E+00  0.112173E+00  0.113166E+00
  -663.500  0.000000E+00  0.103442E+00  0.119086E+00  0.121079E+00  0.122425E+00  0.123358E+00
  -663.400  0.000000E+00  0.112383E+00  0.129188E+00  0.131292E+00  0.132689E+00  0.133558E+00
  -663.300  0.000000E+00  0.121205E+00  0.139180E+00  0.141399E+00  0.142849E+00  0.143660E+00
  -663.200  0.000000E+00  0.129789E+00  0.148956E+00  0.151299E+00  0.152813E+00  0.153587E+00
  -663.100  0.000000E+00  0.138050E+00  0.158434E+00  0.160913E+00  0.162505E+00  0.163273E+00
  -663.000  0.000000E+00  0.145855E+00  0.167484E+00  0.170116E+00  0.171804E+00  0.172606E+00
  -662.900  0.000000E+00  0.153137E+00  0.176043E+00  0.178848E+00  0.180655E+00  0.181546E+00
  -662.800  0.000000E+00  0.159806E+00  0.184023E+00  0.187024E+00  0.188978E+00  0.190021E+00
  -662.700  0.000000E+00  0.165748E+00  0.191302E+00  0.194523E+00  0.196654E+00  0.197918E+00
  -662.600  0.000000E+00  0.170895E+00  0.197800E+00  0.201264E+00  0.203600E+00  0.205158E+00
  -662.500  0.000000E+00  0.175199E+00  0.203459E+00  0.207189E+00  0.209759E+00  0.211685E+00
  -662.400  0.000000E+00  0.178584E+00  0.208175E+00  0.212189E+00  0.215018E+00  0.217383E+00
  -662.300  0.000000E+00  0.181009E+00  0.211877E+00  0.216185E+00  0.219294E+00  0.222156E+00
  -662.200  0.000000E+00  0.182402E+00  0.214461E+00  0.219070E+00  0.222470E+00  0.225882E+00
  -662.100  0.000000E+00  0.182774E+00  0.215902E+00  0.220804E+00  0.224501E+00  0.228494E+00
  -662.000  0.000000E+00  0.182144E+00  0.216173E+00  0.221353E+00  0.225339E+00  0.229925E+00
  -661.900  0.000000E+00  0.180524E+00  0.215255E+00  0.220687E+00  0.224944E+00  0.230116E+00
  -661.800  0.000000E+00  0.178006E+00  0.213185E+00  0.218825E+00  0.223321E+00  0.229039E+00
  -661.700  0.000000E+00  0.174679E+00  0.210027E+00  0.215825E+00  0.220517E+00  0.226719E+00
  -661.600  0.000000E+00  0.170668E+00  0.205873E+00  0.211767E+00  0.216599E+00  0.223199E+00
  -661.500  0.000000E+00  0.166147E+00  0.200866E+00  0.206780E+00  0.211683E+00  0.218562E+00
  -661.400  0.000000E+00  0.161298E+00  0.195172E+00  0.201023E+00  0.205918E+00  0.212937E+00
  -661.300  0.000000E+00  0.156296E+00  0.188958E+00  0.194655E+00  0.199456E+00  0.206455E+00
  -661.200  0.000000E+00  0.151353E+00  0.182430E+00  0.187878E+00  0.192489E+00  0.199290E+00
  -661.100  0.000000E+00  0.146672E+00  0.175796E+00  0.180895E+00  0.185219E+00  0.191631E+00
  -661.000  0.000000E+00  0.142408E+00  0.169233E+00  0.173885E+00  0.177823E+00  0.183653E+00
  -660.900  0.000000E+00  0.138726E+00  0.162927E+00  0.167039E+00  0.170495E+00  0.175551E+00
  -660.800  0.000000E+00  0.135751E+00  0.157043E+00  0.160527E+00  0.163409E+00  0.167506E+00
  -660.700  0.000000E+00  0.133524E+00  0.151661E+00  0.154438E+00  0.156667E+00  0.159638E+00
  -660.600  0.000000E+00  0.132107E+00  0.146895E+00  0.148900E+00  0.150406E+00  0.152106E+00
  -660.500  0.000000E+00  0.131440E+00  0.142742E+00  0.143925E+00  0.144653E+00  0.144967E+00
  -660.400  0.000000E+00  0.131446E+00  0.139185E+00  0.139514E+00  0.139430E+00  0.138276E+00
  -660.300  0.000000E+00  0.132017E+00  0.136187E+00  0.135649E+00  0.134735E+00  0.132072E+00
  -660.200  0.000000E+00  0.132966E+00  0.133621E+00  0.132222E+00  0.130483E+00  0.126309E+00
  -660.100  0.000000E+00  0.134160E+00  0.131423E+00  0.129190E+00  0.126648E+00  0.120999E+00
  -660.000  0.000000E+00  0.135349E+00  0.129409E+00  0.126388E+00  0.123089E+00  0.116047E+00
  -659.900  0.000000E+00  0.136355E+00  0.127449E+00  0.123701E+00  0.119704E+00  0.111380E+00
  -659.800  0.000000E+00  0.137024E+00  0.125439E+00  0.121040E+00  0.116420E+00  0.106956E+00
  -659.700  0.000000E+00  0.137208E+00  0.123270E+00  0.118310E+00  0.113154E+00  0.102715E+00
  -659.600  0.000000E+00  0.136798E+00  0.120858E+00  0.115432E+00  0.109835E+00  0.986031E-01
  -659.500  0.000000E+00  0.135819E+00  0.118244E+00  0.112451E+00  0.106511E+00  0.946734E-01
  -659.400  0.000000E+00  0.134257E+00  0.115414E+00  0.109352E+00  0.103167E+00  0.909099E-01
  -659.300  0.000000E+00  0.132197E+00  0.112457E+00  0.106224E+00  0.998892E-01  0.873956E-01
  -659.200  0.000000E+00  0.129871E+00  0.109576E+00  0.103260E+00  0.968606E-01  0.842901E-01
  -659.100  0.000000E+00  0.127478E+00  0.106952E+00  0.100632E+00  0.942454E-01  0.817411E-01
  -659.000  0.000000E+00  0.125266E+00  0.104815E+00  0.985632E-01  0.922582E-01  0.799451E-01
  -658.900  0.000000E+00  0.123605E+00  0.103511E+00  0.973885E-01  0.912211E-01  0.791987E-01
  -658.800  0.000000E+00  0.122827E+00  0.103346E+00  0.974021E-01  0.914170E-01  0.797604E-01
  -658.700  0.000000E+00  0.123286E+00  0.104671E+00  0.989499E-01  0.931853E-01  0.819547E-01
  -658.600  0.000000E+00  0.125335E+00  0.107846E+00  0.102390E+00  0.968804E-01  0.861270E-01
  -658.500  0.000000E+00  0.129325E+00  0.113232E+00  0.108080E+00  0.102857E+00  0.926215E-01
  -658.400  0.000000E+00  0.135549E+00  0.121161E+00  0.116358E+00  0.111456E+00  0.101786E+00
  -658.300  0.000000E+00  0.144229E+00  0.131898E+00  0.127496E+00  0.122958E+00  0.113912E+00
  -658.200  0.000000E+00  0.155613E+00  0.145760E+00  0.141826E+00  0.137705E+00  0.129360E+00
  -658.100  0.000000E+00  0.169824E+00  0.162922E+00  0.159533E+00  0.155893E+00  0.148345E+00
  -658.000  0.000000E+00  0.186916E+00  0.183526E+00  0.180777E+00  0.177703E+00  0.171080E+00
  -657.900  0.000000E+00  0.206886E+00  0.207624E+00  0.205625E+00  0.203210E+00  0.197664E+00
  -657.800  0.000000E+00  0.229672E+00  0.235218E+00  0.234097E+00  0.232451E+00  0.228161E+00
  -657.700  0.000000E+00  0.255050E+00  0.266119E+00  0.266010E+00  0.265255E+00  0.262419E+00
  -657.600  0.000000E+00  0.282811E+00  0.300136E+00  0.301183E+00  0.301447E+00  0.300277E+00
  -657.500  0.000000E+00  0.312602E+00  0.336891E+00  0.339235E+00  0.340644E+00  0.341353E+00
  -657.400  0.000000E+00  0.343997E+00  0.375910E+00  0.379684E+00  0.382359E+00  0.385151E+00
  -657.300  0.000000E+00  0.376451E+00  0.416550E+00  0.421871E+00  0.425919E+00  0.430975E+00
  -657.200  0.000000E+00  0.409403E+00  0.458106E+00  0.465064E+00  0.470567E+00  0.478029E+00
  -657.100  0.000000E+00  0.442174E+00  0.499753E+00  0.508412E+00  0.515430E+00  0.525402E+00
  -657.000  0.000000E+00  0.474077E+00  0.540586E+00  0.550966E+00  0.559519E+00  0.572041E+00
  -656.900  0.000000E+00  0.504341E+00  0.579616E+00  0.591697E+00  0.601769E+00  0.616818E+00
  -656.800  0.000000E+00  0.532231E+00  0.615869E+00  0.629581E+00  0.641112E+00  0.658597E+00
  -656.700  0.000000E+00  0.557028E+00  0.648373E+00  0.663598E+00  0.676487E+00  0.696243E+00
  -656.600  0.000000E+00  0.578058E+00  0.676223E+00  0.692796E+00  0.706898E+00  0.728690E+00
  -656.500  0.000000E+00  0.594784E+00  0.698652E+00  0.716364E+00  0.731493E+00  0.755020E+00
  -656.400  0.000000E+00  0.606725E+00  0.714992E+00  0.733595E+00  0.749532E+00  0.774435E+00
  -656.300  0.000000E+00  0.613667E+00  0.724869E+00  0.744081E+00  0.760576E+00  0.786443E+00
  -656.200  0.000000E+00  0.615496E+00  0.728056E+00  0.747571E+00  0.764351E+00  0.790730E+00
  -656.100  0.000000E+00  0.612354E+00  0.724616E+00  0.744107E+00  0.760880E+00  0.787286E+00
  -656.000  0.000000E+00  0.604518E+00  0.714813E+00  0.733949E+00  0.750414E+00  0.776345E+00
  -655.900  0.000000E+00  0.592536E+00  0.699213E+00  0.717657E+00  0.733512E+00  0.758453E+00
  -655.800  0.000000E+00  0.577051E+00  0.678532E+00  0.695958E+00  0.710903E+00  0.734342E+00
  -655.700  0.000000E+00  0.558889E+00  0.653699E+00  0.669792E+00  0.683539E+00  0.704974E+00
  -655.600  0.000000E+00  0.538918E+00  0.625740E+00  0.640213E+00  0.652495E+00  0.671453E+00
  -655.500  0.000000E+00  0.518073E+00  0.595751E+00  0.608341E+00  0.618909E+00  0.634944E+00
  -655.400  0.000000E+00  0.497243E+00  0.564818E+00  0.575296E+00  0.583931E+00  0.596641E+00
  -655.300  0.000000E+00  0.477257E+00  0.533987E+00  0.542165E+00  0.548685E+00  0.557724E+00
  -655.200  0.000000E+00  0.458793E+00  0.504147E+00  0.509879E+00  0.514138E+00  0.519224E+00
  -655.100  0.000000E+00  0.442371E+00  0.476038E+00  0.479222E+00  0.481115E+00  0.482033E+00
  -655.000  0.000000E+00  0.428388E+00  0.450272E+00  0.450854E+00  0.450320E+00  0.446934E+00
  -654.900  0.000000E+00  0.416942E+00  0.427158E+00  0.425134E+00  0.422158E+00  0.414419E+00
  -654.800  0.000000E+00  0.408017E+00  0.406857E+00  0.402265E+00  0.396877E+00  0.384812E+00
  -654.700  0.000000E+00  0.401385E+00  0.389333E+00  0.382262E+00  0.374537E+00  0.358270E+00
  -654.600  0.000000E+00  0.396693E+00  0.374376E+00  0.364954E+00  0.355011E+00  0.334742E+00
  -654.500  0.000000E+00  0.393425E+00  0.361597E+00  0.349990E+00  0.337985E+00  0.313990E+00
  -654.400  0.000000E+00  0.391104E+00  0.350626E+00  0.337035E+00  0.323156E+00  0.295780E+00
