 x      1.0000000000000000        300.00000000000000        1000.0000000000000          Infinity
  -677.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -677.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -665.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -665.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -665.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -665.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -665.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -665.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -665.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -665.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -665.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -665.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -664.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -664.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -664.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -664.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -664.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -664.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -664.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -664.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -664.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -664.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -663.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -663.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -663.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -663.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -663.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -663.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -663.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -663.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -663.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -663.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -662.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -662.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -662.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -662.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -662.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -662.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -662.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -662.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -662.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -662.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -661.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -661.800  0.100000E-03  0.524010E-04  0.437256E-04  0.400000E-04
  -661.700  0.100000E-03  0.524010E-04  0.437256E-04  0.400000E-04
  -661.600  0.200000E-03  0.104802E-03  0.874511E-04  0.800000E-04
  -661.500  0.300000E-03  0.157203E-03  0.131177E-03  0.120000E-03
  -661.400  0.400000E-03  0.209604E-03  0.174902E-03  0.160000E-03
  -661.300  0.700000E-03  0.366807E-03  0.306079E-03  0.280000E-03
  -661.200  0.100000E-02  0.524010E-03  0.437256E-03  0.400000E-03
  -661.100  0.160000E-02  0.838416E-03  0.699609E-03  0.640000E-03
  -661.000  0.240000E-02  0.125762E-02  0.104941E-02  0.960000E-03
  -660.900  0.350000E-02  0.183403E-02  0.153039E-02  0.140000E-02
  -660.800  0.520000E-02  0.272485E-02  0.227373E-02  0.208000E-02
  -660.700  0.760000E-02  0.398247E-02  0.332314E-02  0.304000E-02
  -660.600  0.108000E-01  0.565930E-02  0.472236E-02  0.432000E-02
  -660.500  0.153000E-01  0.801735E-02  0.669001E-02  0.612000E-02
  -660.400  0.213000E-01  0.111614E-01  0.931354E-02  0.852000E-02
  -660.300  0.292000E-01  0.153011E-01  0.127679E-01  0.116800E-01
  -660.200  0.395000E-01  0.206984E-01  0.172716E-01  0.158000E-01
  -660.100  0.528000E-01  0.276677E-01  0.230871E-01  0.211200E-01
  -660.000  0.695000E-01  0.364187E-01  0.303893E-01  0.278000E-01
  -659.900  0.903000E-01  0.473181E-01  0.394842E-01  0.361200E-01
  -659.800  0.115700E+00  0.606279E-01  0.505905E-01  0.462800E-01
  -659.700  0.146100E+00  0.765578E-01  0.638830E-01  0.584400E-01
  -659.600  0.182100E+00  0.954222E-01  0.796242E-01  0.728400E-01
  -659.500  0.223800E+00  0.117273E+00  0.978578E-01  0.895200E-01
  -659.400  0.271200E+00  0.142111E+00  0.118584E+00  0.108480E+00
  -659.300  0.324200E+00  0.169884E+00  0.141758E+00  0.129680E+00
  -659.200  0.382200E+00  0.200277E+00  0.167119E+00  0.152880E+00
  -659.100  0.444400E+00  0.232870E+00  0.194316E+00  0.177760E+00
  -659.000  0.509700E+00  0.267088E+00  0.222869E+00  0.203880E+00
  -658.900  0.576400E+00  0.302039E+00  0.252034E+00  0.230560E+00
  -658.800  0.643000E+00  0.336938E+00  0.281155E+00  0.257200E+00
  -658.700  0.707300E+00  0.370632E+00  0.309271E+00  0.282920E+00
  -658.600  0.767500E+00  0.402177E+00  0.335594E+00  0.307000E+00
  -658.500  0.821300E+00  0.430369E+00  0.359118E+00  0.328520E+00
  -658.400  0.866700E+00  0.454159E+00  0.378969E+00  0.346680E+00
  -658.300  0.902200E+00  0.472762E+00  0.394492E+00  0.360880E+00
  -658.200  0.926100E+00  0.485285E+00  0.404942E+00  0.370440E+00
  -658.100  0.937700E+00  0.491364E+00  0.410015E+00  0.375080E+00
  -658.000  0.936300E+00  0.490630E+00  0.409402E+00  0.374520E+00
  -657.900  0.922100E+00  0.483189E+00  0.403193E+00  0.368840E+00
  -657.800  0.895600E+00  0.469303E+00  0.391606E+00  0.358240E+00
  -657.700  0.857900E+00  0.449548E+00  0.375122E+00  0.343160E+00
  -657.600  0.810500E+00  0.424710E+00  0.354396E+00  0.324200E+00
  -657.500  0.755200E+00  0.395732E+00  0.330215E+00  0.302080E+00
  -657.400  0.694000E+00  0.363663E+00  0.303455E+00  0.277600E+00
  -657.300  0.629000E+00  0.329602E+00  0.275034E+00  0.251600E+00
  -657.200  0.562300E+00  0.294651E+00  0.245869E+00  0.224920E+00
  -657.100  0.495700E+00  0.259752E+00  0.216748E+00  0.198280E+00
  -657.000  0.431000E+00  0.225848E+00  0.188457E+00  0.172400E+00
  -656.900  0.369600E+00  0.193674E+00  0.161610E+00  0.147840E+00
  -656.800  0.312600E+00  0.163805E+00  0.136686E+00  0.125040E+00
  -656.700  0.260700E+00  0.136609E+00  0.113993E+00  0.104280E+00
  -656.600  0.214500E+00  0.112412E+00  0.938088E-01  0.858200E-01
  -656.500  0.174000E+00  0.911901E-01  0.760999E-01  0.696200E-01
  -656.400  0.139200E+00  0.729670E-01  0.609009E-01  0.557200E-01
  -656.300  0.109900E+00  0.576259E-01  0.481068E-01  0.440200E-01
  -656.200  0.855000E-01  0.448525E-01  0.374552E-01  0.342800E-01
  -656.100  0.657000E-01  0.345371E-01  0.288713E-01  0.264400E-01
  -656.000  0.497000E-01  0.262026E-01  0.219451E-01  0.201200E-01
  -655.900  0.371000E-01  0.196973E-01  0.165619E-01  0.152200E-01
  -655.800  0.273000E-01  0.146841E-01  0.124379E-01  0.114800E-01
  -655.700  0.199000E-01  0.109657E-01  0.941573E-02  0.876000E-02
  -655.600  0.142000E-01  0.825823E-02  0.728440E-02  0.688000E-02
  -655.500  0.100000E-01  0.644638E-02  0.595260E-02  0.576000E-02
  -655.400  0.700000E-02  0.538543E-02  0.530662E-02  0.530000E-02
  -655.300  0.480000E-02  0.496095E-02  0.528410E-02  0.546000E-02
  -655.200  0.330000E-02  0.518057E-02  0.591507E-02  0.628000E-02
  -655.100  0.220000E-02  0.597192E-02  0.717705E-02  0.776000E-02
  -655.000  0.140000E-02  0.737778E-02  0.913886E-02  0.998000E-02
  -654.900  0.900000E-03  0.955338E-02  0.119868E-01  0.131400E-01
  -654.800  0.600000E-03  0.125187E-01  0.157683E-01  0.173000E-01
  -654.700  0.400000E-03  0.164346E-01  0.206862E-01  0.226800E-01
  -654.600  0.200000E-03  0.214514E-01  0.269393E-01  0.295000E-01
  -654.500  0.100000E-03  0.277871E-01  0.347614E-01  0.380000E-01
  -654.400  0.100000E-03  0.356425E-01  0.443814E-01  0.484200E-01
  -654.300  0.100000E-03  0.452487E-01  0.560798E-01  0.610600E-01
  -654.200  0.000000E+00  0.566816E-01  0.699505E-01  0.760200E-01
  -654.100  0.000000E+00  0.702924E-01  0.863526E-01  0.936600E-01
  -654.000  0.000000E+00  0.861321E-01  0.105345E+00  0.114040E+00
  -653.900  0.000000E+00  0.104304E+00  0.127031E+00  0.137260E+00
  -653.800  0.000000E+00  0.124805E+00  0.151382E+00  0.163280E+00
  -653.700  0.000000E+00  0.147582E+00  0.178317E+00  0.192000E+00
  -653.600  0.000000E+00  0.172478E+00  0.207633E+00  0.223200E+00
  -653.500  0.000000E+00  0.199112E+00  0.238869E+00  0.256380E+00
  -653.400  0.000000E+00  0.227100E+00  0.271573E+00  0.291060E+00
  -653.300  0.000000E+00  0.255909E+00  0.305109E+00  0.326560E+00
  -653.200  0.000000E+00  0.284838E+00  0.338664E+00  0.362020E+00
  -653.100  0.000000E+00  0.313189E+00  0.371438E+00  0.396600E+00
  -653.000  0.000000E+00  0.340088E+00  0.402425E+00  0.429240E+00
  -652.900  0.000000E+00  0.364767E+00  0.430748E+00  0.459020E+00
  -652.800  0.000000E+00  0.386399E+00  0.455470E+00  0.484960E+00
  -652.700  0.000000E+00  0.404183E+00  0.475687E+00  0.506120E+00
  -652.600  0.000000E+00  0.417461E+00  0.490654E+00  0.521720E+00
  -652.500  0.000000E+00  0.425748E+00  0.499830E+00  0.531200E+00
  -652.400  0.000000E+00  0.428741E+00  0.502885E+00  0.534220E+00
  -652.300  0.000000E+00  0.426229E+00  0.499585E+00  0.530540E+00
  -652.200  0.000000E+00  0.418345E+00  0.490096E+00  0.520340E+00
  -652.100  0.000000E+00  0.405348E+00  0.474719E+00  0.503940E+00
  -652.000  0.000000E+00  0.387666E+00  0.453948E+00  0.481860E+00
  -651.900  0.000000E+00  0.366020E+00  0.428618E+00  0.454980E+00
  -651.800  0.000000E+00  0.341109E+00  0.399527E+00  0.424140E+00
  -651.700  0.000000E+00  0.313759E+00  0.367627E+00  0.390340E+00
  -651.600  0.000000E+00  0.284847E+00  0.333924E+00  0.354640E+00
  -651.500  0.000000E+00  0.255236E+00  0.299408E+00  0.318080E+00
  -651.400  0.000000E+00  0.225718E+00  0.264991E+00  0.281620E+00
  -651.300  0.000000E+00  0.197002E+00  0.231489E+00  0.246120E+00
  -651.200  0.000000E+00  0.169671E+00  0.199583E+00  0.212300E+00
  -651.100  0.000000E+00  0.144222E+00  0.169842E+00  0.180760E+00
  -651.000  0.000000E+00  0.120987E+00  0.142660E+00  0.151920E+00
  -650.900  0.000000E+00  0.100144E+00  0.118246E+00  0.126000E+00
  -650.800  0.000000E+00  0.818144E-01  0.967455E-01  0.103160E+00
  -650.700  0.000000E+00  0.659617E-01  0.781210E-01  0.833600E-01
  -650.600  0.000000E+00  0.524455E-01  0.622169E-01  0.664400E-01
  -650.500  0.000000E+00  0.411831E-01  0.489382E-01  0.523000E-01
  -650.400  0.000000E+00  0.319034E-01  0.379783E-01  0.406200E-01
  -650.300  0.000000E+00  0.243579E-01  0.290520E-01  0.311000E-01
  -650.200  0.000000E+00  0.183687E-01  0.219516E-01  0.235200E-01
  -650.100  0.000000E+00  0.136751E-01  0.163746E-01  0.175600E-01
  -650.000  0.000000E+00  0.100638E-01  0.120743E-01  0.129600E-01
  -649.900  0.000000E+00  0.727414E-02  0.874823E-02  0.940000E-02
  -649.800  0.000000E+00  0.519845E-02  0.626624E-02  0.674000E-02
  -649.700  0.000000E+00  0.365877E-02  0.442075E-02  0.476000E-02
  -649.600  0.000000E+00  0.255988E-02  0.309920E-02  0.334000E-02
  -649.500  0.000000E+00  0.175901E-02  0.213277E-02  0.230000E-02
  -649.400  0.000000E+00  0.118577E-02  0.144386E-02  0.156000E-02
  -649.300  0.000000E+00  0.790513E-03  0.962574E-03  0.104000E-02
  -649.200  0.000000E+00  0.527693E-03  0.646256E-03  0.700000E-03
  -649.100  0.000000E+00  0.347658E-03  0.425013E-03  0.460000E-03
  -649.000  0.000000E+00  0.227634E-03  0.277517E-03  0.300000E-03
  -648.900  0.000000E+00  0.132436E-03  0.164968E-03  0.180000E-03
  -648.800  0.000000E+00  0.724244E-04  0.912208E-04  0.100000E-03
  -648.700  0.000000E+00  0.600117E-04  0.737476E-04  0.800000E-04
  -648.600  0.000000E+00  0.475990E-04  0.562744E-04  0.600000E-04
  -648.500  0.000000E+00  0.124127E-04  0.174732E-04  0.200000E-04
  -648.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -648.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -648.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -648.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -648.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -647.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -647.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -647.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -647.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -647.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -647.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -647.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -647.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -647.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -647.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -646.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -646.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -646.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -646.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -646.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -646.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -646.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -646.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -646.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -646.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -645.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -645.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -645.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -645.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -645.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -645.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -645.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -645.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -645.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -645.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -644.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -644.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -644.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -644.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -644.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -644.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -644.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -644.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -644.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -644.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -643.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -643.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -643.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -643.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -643.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
